ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,target
302,0.56,0.858,0.741,0.776,0.329,0.708,0.426,0.032,0.05,0.491,18.996
303,0.434,0.935,0.399,0.25,0.971,0.001,0.318,0.07,0.596,0.991,17.927
304,0.2,0.909,0.355,0.23,0.866,0.925,0.312,0.921,0.323,0.218,13.409
305,0.449,0.558,0.931,0.11,0.832,0.599,0.483,0.849,0.522,0.199,16.13
306,0.309,0.469,0.119,0.419,0.894,0.469,0.943,0.077,0.68,0.626,15.531
307,0.186,0.859,0.006,0.063,0.196,0.06,0.889,0.616,0.839,0.448,10.07
308,0.723,0.455,0.473,0.45,0.674,0.185,0.648,0.679,0.225,0.554,17.589
309,0.275,0.888,0.087,0.001,0.517,0.664,0.743,0.355,0.927,0.749,11.854
310,0.185,0.327,0.881,0.942,0.841,0.543,0.597,0.175,0.795,0.198,18.43
311,0.206,0.919,0.398,0.63,0.141,0.099,0.344,0.014,0.827,0.885,11.238
312,0.456,0.429,0.972,0.68,0.316,0.31,0.078,0.741,0.43,0.45,19.381
313,0.332,0.17,0.085,0.536,0.613,0.975,0.84,0.931,0.102,0.074,12.729
314,0.243,0.781,0.533,0.705,0.166,0.974,0.309,0.328,0.06,0.089,13.574
315,0.15,0.456,0.226,0.589,0.385,0.207,0.273,0.683,0.284,0.659,11.586
316,0.561,0.925,0.295,0.988,0.352,0.355,0.027,0.293,0.357,0.57,21.214
317,0.794,0.343,0.107,0.646,0.226,0.414,0.861,0.718,0.506,0.908,17.692
318,0.086,0.963,0.455,0.225,0.473,0.424,0.093,0.892,0.354,0.893,7.431
319,0.849,0.323,0.114,0.708,0.624,0.734,0.042,0.189,0.961,0.977,20.193
320,0.659,0.893,0.754,0.443,0.175,0.38,0.035,0.172,0.623,0.121,16.293
321,0.609,0.81,0.105,0.486,0.382,0.819,0.163,0.546,0.861,0.937,19.698
322,0.876,0.307,0.078,0.505,0.273,0.25,0.454,0.951,0.958,0.135,17.724
323,0.677,0.536,0.476,0.385,0.72,0.433,0.089,0.246,0.515,0.358,16.309
324,0.439,0.961,0.534,0.602,0.669,0.061,0.835,0.442,0.268,0.665,20.206
325,0.466,0.608,0.665,0.824,0.731,0.152,0.229,0.46,0.545,0.418,18.853
326,0.806,0.623,0.709,0.054,0.082,0.302,0.947,0.728,0.559,0.307,11.859
327,0.998,0.855,0.324,0.76,0.44,0.883,0.931,0.76,0.05,0.228,12.657
328,0.963,0.966,0.944,0.843,0.212,0.105,0.099,0.635,0.627,0.662,14.368
329,0.893,0.744,0.477,0.039,0.589,0.209,0.758,0.501,0.518,0.144,12.291
330,0.586,0.183,0.47,0.642,0.235,0.241,0.073,0.703,0.456,0.536,11.106
331,0.975,0.729,0.369,0.404,0.625,0.538,0.555,0.05,0.654,0.626,13.708
332,0.589,0.93,0.03,0.517,0.892,0.658,0.092,0.917,0.386,0.02,23.518
333,0.583,0.204,0.942,0.16,0.772,0.758,0.302,0.679,0.493,0.276,12.344
334,0.295,0.126,0.938,0.575,0.331,0.626,0.459,0.07,0.826,0.757,11.025
335,0.285,0.231,0.818,0.902,0.073,0.906,0.744,0.57,0.383,0.343,12.621
336,0.271,0.302,0.39,0.165,0.132,0.346,0.397,0.006,0.568,0.721,4.13
337,0.667,0.527,0.791,0.927,0.087,0.217,0.348,0.622,0.019,0.503,19.954
338,0.037,0.648,0.742,0.161,0.437,0.438,0.506,0.437,0.058,0.749,6.111
339,0.544,0.263,0.168,0.908,0.023,0.484,0.242,0.838,0.213,0.569,17.706
340,0.146,0.047,0.111,0.306,0.949,0.012,0.457,0.943,0.463,0.066,11.993
341,0.348,0.111,0.366,0.19,0.179,0.89,0.979,0.748,0.063,0.206,3.038
342,0.25,0.801,0.425,0.22,0.422,0.717,0.226,0.964,0.263,0.613,10.17
343,0.623,0.369,0.933,0.427,0.814,0.401,0.663,0.022,0.292,0.648,19.67
344,0.315,0.386,0.294,0.072,0.925,0.058,0.378,0.362,0.075,0.141,11.847
345,0.962,0.532,0.851,0.881,0.016,0.264,0.474,0.706,0.042,0.814,20.079
346,0.278,0.772,0.558,0.693,0.789,0.121,0.17,0.957,0.639,0.593,17.072
347,0.027,0.726,0.316,0.679,0.444,0.118,0.837,0.122,0.88,0.582,11.267
348,0.943,0.1,0.096,0.466,0.002,0.04,0.94,0.289,0.983,0.496,11.446
349,0.793,0.783,0.875,1.0,0.824,0.037,0.349,0.71,0.279,0.247,27.369
350,0.785,0.213,0.828,0.407,0.795,0.784,0.106,0.991,0.735,0.447,15.005
351,0.161,0.176,0.899,0.677,0.134,0.796,0.452,0.033,0.482,0.559,11.327
352,0.894,0.436,0.191,0.917,0.738,0.269,0.051,0.95,0.021,0.027,24.53
353,0.979,0.02,0.08,0.382,0.271,0.15,0.056,0.225,0.808,0.823,9.103
354,0.881,0.786,0.223,0.55,0.481,0.459,0.987,0.75,0.957,0.118,17.595
355,0.614,0.194,0.784,0.5,0.994,0.734,0.033,0.447,0.892,0.049,15.216
356,0.576,0.883,0.414,0.421,0.233,0.282,0.585,0.873,0.832,0.309,15.877
357,0.933,0.573,0.181,0.352,0.67,0.019,0.881,0.619,0.972,0.906,20.231
358,0.18,0.423,0.947,0.618,0.09,0.591,0.456,0.472,0.356,0.691,14.99
359,0.509,0.642,0.783,0.461,0.475,0.471,0.844,0.558,0.299,0.602,19.094
360,0.408,0.715,0.654,0.254,0.657,0.577,0.491,0.076,0.27,0.336,14.251
361,0.78,0.583,0.019,0.681,0.537,0.994,0.037,0.889,0.926,0.729,24.098
362,0.155,0.031,0.039,0.251,0.009,0.404,0.879,0.555,0.356,0.455,5.559
363,0.296,0.812,0.626,0.47,0.047,0.654,0.644,0.139,0.776,0.888,13.173
364,0.343,0.636,0.721,0.804,0.017,0.694,0.245,0.368,0.598,0.75,15.244
365,0.377,0.866,0.378,0.554,0.566,0.994,0.259,0.884,0.508,0.459,16.748
366,0.897,0.273,0.698,0.069,0.802,0.042,0.043,0.208,0.613,0.216,13.647
367,0.696,0.804,0.489,0.441,0.332,0.738,0.771,0.324,0.93,0.899,15.215
368,0.891,0.029,0.538,0.602,0.592,0.371,0.979,0.589,0.875,0.389,9.552
369,0.816,0.142,0.532,0.47,0.712,0.304,0.676,0.622,0.105,0.63,12.681
370,0.538,0.216,0.581,0.049,0.988,0.763,0.901,0.661,0.52,0.516,9.747
371,0.215,0.015,0.432,0.128,0.258,0.027,0.002,0.451,0.054,0.753,3.987
372,0.798,0.131,0.141,0.25,0.224,0.284,0.945,0.789,0.844,0.592,9.955
373,0.26,0.228,0.0,0.038,0.41,0.403,0.497,0.91,0.184,0.054,8.257
374,0.352,0.85,0.562,0.851,0.269,0.899,0.533,0.142,0.067,0.513,17.877
375,0.176,0.553,0.468,0.311,0.856,0.3,0.678,0.141,0.938,0.474,9.405
376,0.865,0.961,0.037,0.121,0.174,0.715,0.932,0.073,0.91,0.174,12.34
377,0.782,0.364,0.717,0.989,0.945,0.186,0.185,0.58,0.355,0.686,22.823
378,0.842,0.784,0.788,0.919,0.024,0.379,0.038,0.985,0.862,0.065,19.594
379,0.252,0.079,0.613,0.031,0.969,0.782,0.774,0.692,0.184,0.301,7.018
380,0.716,0.016,0.994,0.105,0.403,0.741,0.985,0.365,0.258,0.509,7.903
381,0.63,0.037,0.04,0.725,0.482,0.997,0.457,0.039,0.191,0.475,15.673
382,0.109,0.119,0.625,0.754,0.606,0.329,0.174,0.481,0.982,0.001,11.486
383,0.644,0.613,0.131,0.01,0.521,0.18,0.155,0.883,0.503,0.681,14.2
384,0.445,0.686,0.966,0.572,0.425,0.186,0.846,0.563,0.163,0.899,19.694
385,0.943,0.226,0.282,0.051,0.981,0.724,0.882,0.911,0.561,0.755,12.422
386,0.447,0.899,0.226,0.352,0.327,0.934,0.376,0.191,0.698,0.268,16.821
387,0.975,0.869,0.09,0.743,0.525,0.476,0.261,0.902,0.09,0.948,18.424
388,0.356,0.283,0.946,0.28,0.023,0.289,0.999,0.885,0.326,0.527,9.42
389,0.438,0.342,0.622,0.641,0.336,0.994,0.498,0.979,0.266,0.627,15.733
390,0.173,0.502,0.331,0.938,0.375,0.161,0.299,0.099,0.632,0.981,14.93
391,0.118,0.374,0.97,0.751,0.967,0.486,0.149,0.571,0.978,0.834,19.251
392,0.846,0.696,0.36,0.865,0.205,0.587,0.987,0.954,0.459,0.014,18.119
393,0.172,0.257,0.584,0.719,0.832,0.41,0.139,0.981,0.722,0.788,12.129
394,0.179,0.579,0.774,0.194,0.08,0.557,0.693,0.29,0.226,0.61,7.875
395,0.089,0.938,0.653,0.206,0.215,0.388,0.596,0.244,0.194,0.906,4.77
396,0.209,0.256,0.948,0.767,0.854,0.74,0.462,0.533,0.209,0.242,16.778
397,0.074,0.359,0.211,0.296,0.429,0.726,0.765,0.018,0.895,0.131,8.431
398,0.137,0.919,0.191,0.201,0.088,0.621,0.831,0.516,0.039,0.04,6.91
399,0.61,0.647,0.258,0.776,0.551,0.812,0.223,0.849,0.734,0.177,21.522
400,0.806,0.318,0.519,0.689,0.108,0.235,0.728,0.365,0.419,0.763,14.021
401,0.61,0.946,0.187,0.949,0.192,0.424,0.8,0.085,0.165,0.102,23.894
402,0.463,0.309,0.871,0.699,0.641,0.324,0.394,0.309,0.452,0.011,17.229
403,0.177,0.161,0.582,0.021,0.378,0.238,0.684,0.419,0.64,0.1,2.332
404,0.797,0.844,0.649,0.037,0.893,0.485,0.084,0.954,0.394,0.057,12.473
405,0.014,0.814,0.702,0.768,0.576,0.273,0.816,0.729,0.464,0.818,11.249
406,0.873,0.103,0.687,0.73,0.892,0.926,0.905,0.347,0.796,0.771,14.943
407,0.712,0.746,0.803,0.955,0.666,0.469,0.226,0.522,0.85,0.602,25.012
408,0.246,0.987,0.958,0.204,0.307,0.637,0.281,0.225,0.512,0.591,12.402
409,0.932,0.861,0.727,0.121,0.452,0.993,0.329,0.3,0.56,0.055,9.47
410,0.686,0.412,0.063,0.224,0.04,0.515,0.645,0.967,0.167,0.012,13.517
411,0.82,0.615,0.949,0.399,0.466,0.19,0.985,0.936,0.765,0.185,20.561
412,0.006,0.792,0.798,0.65,0.299,0.034,0.093,0.004,0.312,0.492,9.329
413,0.741,0.411,0.281,0.021,0.018,0.395,0.364,0.937,0.285,0.886,9.57
414,0.23,0.885,0.426,0.219,0.077,0.298,0.062,0.248,0.012,0.169,9.523
415,0.025,0.361,0.944,0.708,0.223,0.205,0.939,0.022,0.825,0.709,12.568
416,0.507,0.964,0.341,0.948,0.159,0.261,0.267,0.739,0.888,0.479,19.987
417,0.403,0.733,0.762,0.79,0.313,0.061,0.804,0.708,0.177,0.602,17.783
418,0.234,0.679,0.336,0.154,0.391,0.794,0.489,0.523,0.288,0.831,7.714
419,0.158,0.802,0.483,0.207,0.578,0.228,0.401,0.817,0.767,0.883,10.499
420,0.045,0.191,0.676,0.839,0.964,0.422,0.714,0.074,0.039,0.117,13.879
421,0.708,0.365,0.775,0.5,0.054,0.787,0.839,0.251,0.928,0.435,13.555
422,0.438,0.646,0.142,0.601,0.204,0.609,0.78,0.169,0.473,0.88,17.06
423,0.316,0.685,0.867,0.019,0.066,0.216,0.661,0.705,0.755,0.414,7.623
424,0.651,0.922,0.826,0.651,0.876,0.556,0.168,0.729,0.689,0.71,22.133
425,0.557,0.914,0.888,0.833,0.796,0.762,0.476,0.523,0.78,0.718,25.051
426,0.283,0.479,0.165,0.731,0.812,0.736,0.72,0.537,0.754,0.266,18.025
427,0.809,0.344,0.246,0.107,0.857,0.065,0.873,0.65,0.314,0.122,14.807
428,0.155,0.031,0.197,0.246,0.094,0.04,0.333,0.931,0.136,0.843,5.157
429,0.074,0.118,0.154,0.239,0.406,0.932,0.778,0.028,0.112,0.955,8.9
430,0.157,0.495,0.799,0.21,0.991,0.925,0.361,0.563,0.84,0.058,10.692
431,0.421,0.228,0.941,0.191,0.259,0.332,0.723,0.863,0.229,0.543,9.666
432,0.256,0.357,0.031,0.661,0.348,0.944,0.525,0.431,0.84,0.08,16.592
433,0.46,0.73,0.274,0.367,0.031,0.436,0.79,0.34,0.026,0.877,14.164
434,0.765,0.928,0.994,0.805,0.241,0.222,0.404,0.539,0.667,0.996,23.501
435,0.291,0.013,0.726,0.323,0.706,0.403,0.86,0.683,0.015,0.67,8.538
436,0.94,0.487,0.62,0.842,0.158,0.259,0.278,0.345,0.332,0.364,19.529
437,0.743,0.696,0.956,0.49,0.584,0.933,0.243,0.385,0.149,0.03,21.837
438,0.712,0.637,0.198,0.473,0.093,0.255,0.64,0.219,0.404,0.03,16.215
439,0.299,0.624,0.048,0.033,0.959,0.678,0.949,0.792,0.047,0.306,16.351
440,0.419,0.24,0.255,0.838,0.73,0.93,0.616,0.618,0.747,0.978,18.491
441,0.874,0.256,0.917,0.216,0.564,0.832,0.167,0.646,0.423,0.482,14.837
442,0.678,0.081,0.098,0.265,0.155,0.337,0.916,0.547,0.772,0.94,8.224
443,0.343,0.568,0.395,0.888,0.415,0.75,0.046,0.246,0.895,0.37,15.994
444,0.933,0.269,0.063,0.5,0.654,0.995,0.513,0.557,0.406,0.286,18.634
445,0.803,0.337,0.402,0.457,0.359,0.816,0.268,0.998,0.485,0.075,16.528
446,0.607,0.136,0.98,0.951,0.141,0.315,0.932,0.408,0.753,0.589,18.592
447,0.71,0.819,0.444,0.502,0.287,0.171,0.058,0.552,0.268,0.349,15.715
448,0.576,0.597,0.388,0.911,0.338,0.747,0.564,0.153,0.351,0.453,20.817
449,0.941,0.324,0.341,0.273,0.963,0.42,0.329,0.848,0.822,0.124,17.144
450,0.355,0.573,0.667,0.438,0.093,0.314,0.699,0.221,0.685,0.375,11.669
451,0.715,0.933,0.586,0.027,0.43,0.092,0.043,0.608,0.877,0.913,12.343
452,0.802,0.807,0.887,0.37,0.5,0.537,0.669,0.842,0.572,0.78,18.129
453,0.831,0.037,0.637,0.839,0.16,0.054,0.08,0.3,0.506,0.864,11.52
454,0.779,0.228,0.182,0.102,0.303,0.117,0.279,0.399,0.804,0.053,9.091
455,0.771,0.051,0.023,0.404,0.035,0.226,0.483,0.229,0.514,0.584,7.936
456,0.007,0.125,0.066,0.714,0.543,0.551,0.764,0.27,0.059,0.436,12.694
457,0.303,0.973,0.476,0.082,0.384,0.376,0.899,0.773,0.562,0.552,9.707
458,0.073,0.253,0.357,0.926,0.997,0.042,0.906,0.625,0.797,0.707,16.354
459,0.737,0.094,0.617,0.759,0.663,0.319,0.626,0.495,0.53,0.051,12.821
460,0.459,0.114,0.626,0.605,0.267,0.492,0.255,0.485,0.382,0.023,9.543
461,0.897,0.822,0.091,0.26,0.379,0.102,0.054,0.256,0.145,0.511,17.039
462,0.852,0.684,0.231,0.845,0.824,0.051,0.859,0.958,0.149,0.417,22.737
463,0.59,0.797,0.691,0.818,0.99,0.519,0.046,0.685,0.384,0.553,24.198
464,0.973,0.03,0.746,0.883,0.793,0.938,0.899,0.273,0.127,0.723,15.743
465,0.539,0.742,0.006,0.601,0.368,0.303,0.508,0.644,0.656,0.974,22.863
466,0.598,0.536,0.596,0.797,0.549,0.529,0.259,0.379,0.185,0.26,19.472
467,0.2,0.458,0.191,0.432,0.14,0.023,0.662,0.68,0.146,0.923,9.266
468,0.332,0.102,0.648,0.245,0.835,0.929,0.302,0.104,0.033,0.72,7.479
469,0.008,0.998,0.601,0.049,0.646,0.84,0.602,0.022,0.422,0.764,2.817
470,0.221,0.552,0.985,0.486,0.321,0.529,0.554,0.933,0.866,0.704,14.708
471,0.499,0.125,0.187,0.913,0.968,0.591,0.935,0.949,0.384,0.605,18.535
472,0.47,0.552,0.824,0.397,0.627,0.217,0.82,0.947,0.275,0.945,16.719
473,0.475,0.808,0.809,0.346,0.525,0.318,0.242,0.176,0.631,0.266,17.824
474,0.861,0.226,0.82,0.51,0.234,0.413,0.968,0.971,0.607,0.988,14.248
475,0.576,0.538,0.709,0.993,0.15,0.584,0.101,0.655,0.618,0.804,19.311
476,0.413,0.997,0.941,0.983,0.635,0.916,0.268,0.468,0.583,0.207,26.43
477,0.784,0.496,0.935,0.239,0.174,0.928,0.862,0.724,0.15,0.155,16.796
478,0.901,0.785,0.206,0.546,0.458,0.543,0.802,0.535,0.692,0.93,16.588
479,0.462,0.388,0.248,0.814,0.396,0.396,0.101,0.682,0.371,0.923,16.242
480,0.067,0.79,0.965,0.673,0.386,0.212,0.44,0.833,0.647,0.046,15.661
481,0.062,0.981,0.703,0.196,0.3,0.498,0.12,0.263,0.905,0.455,5.049
482,0.21,0.893,0.171,0.537,0.413,0.948,0.532,0.109,0.552,0.476,15.535
483,0.157,0.216,0.601,0.376,0.133,0.461,0.502,0.148,0.694,0.957,5.045
484,0.827,0.2,0.369,0.37,0.333,0.628,0.854,0.867,0.444,0.087,10.175
485,0.411,0.662,0.863,0.335,0.273,0.542,0.448,0.542,0.397,0.106,14.876
486,0.901,0.045,0.051,0.097,0.492,0.536,0.93,0.306,0.212,0.866,8.799
487,0.52,0.565,0.89,0.547,0.199,0.815,0.477,0.052,0.517,0.042,17.152
488,0.266,0.638,0.132,0.319,0.378,0.709,0.202,0.429,0.642,0.952,14.865
489,0.554,0.279,0.785,0.542,0.123,0.338,0.311,0.086,0.665,0.978,11.898
490,0.787,0.565,0.866,0.629,0.699,0.953,0.078,0.764,0.576,0.027,22.421
491,0.747,0.094,0.839,0.925,0.021,0.932,0.079,0.164,0.707,0.777,14.636
492,0.197,0.164,0.403,0.107,0.064,0.697,0.296,0.55,0.212,0.66,0.845
493,0.686,0.275,0.421,0.777,0.607,0.52,0.707,0.438,0.655,0.636,17.38
494,0.129,0.444,0.893,0.528,0.985,0.956,0.57,0.606,0.919,0.683,14.752
495,0.564,0.55,0.36,0.713,0.441,0.505,0.682,0.212,0.508,0.72,16.949
496,0.666,0.556,0.867,0.376,0.763,0.262,0.248,0.613,0.131,0.063,19.406
497,0.265,0.127,0.126,0.821,0.418,0.395,0.675,0.19,0.692,0.153,13.932
498,0.617,0.875,0.747,0.451,0.02,0.543,0.122,0.405,0.525,0.449,16.661
499,0.652,0.435,0.581,0.657,0.447,0.18,0.42,0.747,0.814,0.527,17.131
500,0.278,0.896,0.821,0.399,0.787,0.288,0.213,0.825,0.679,0.927,18.821
501,0.475,0.324,0.37,0.102,0.504,0.93,0.101,0.386,0.858,0.079,9.007
502,0.477,0.736,0.697,0.724,0.936,0.058,0.487,0.204,0.224,0.883,21.76
503,0.831,0.128,0.292,0.791,0.738,0.62,0.513,0.44,0.746,0.013,15.033
504,0.095,0.257,0.195,0.074,0.141,0.342,0.639,0.709,0.454,0.866,3.808
505,0.208,0.015,0.854,0.05,0.311,0.828,0.139,0.198,0.658,0.738,4.15
506,0.786,0.391,0.538,0.432,0.92,0.059,0.546,0.164,0.51,0.767,16.006
507,0.577,0.34,0.722,0.705,0.341,0.302,0.736,0.553,0.678,0.391,15.819
508,0.95,0.902,0.135,0.152,0.665,0.057,0.222,0.214,0.828,0.79,12.151
509,0.763,0.317,0.342,0.641,0.941,0.356,0.882,0.237,0.323,0.228,16.66
510,0.406,0.748,0.817,0.173,0.411,0.639,0.766,0.771,0.425,0.051,12.601
511,0.135,0.9,0.544,0.085,0.858,0.427,0.408,0.05,0.405,0.726,7.982
512,0.614,0.448,0.051,0.153,0.088,0.373,0.769,0.572,0.887,0.687,13.024
513,0.235,0.87,0.468,0.388,0.335,0.441,0.085,0.425,0.624,0.198,12.481
514,0.062,0.983,0.327,0.919,0.128,0.553,0.327,0.328,0.073,0.647,13.877
515,0.103,0.289,0.21,0.323,0.583,0.54,0.219,0.021,0.855,0.177,8.305
516,0.731,0.243,0.493,0.596,0.661,0.752,0.279,0.863,0.615,0.886,14.536
517,0.818,0.164,0.051,0.66,0.696,0.001,0.204,0.384,0.888,0.809,17.348
518,0.89,0.692,0.188,0.218,0.451,1.0,0.491,0.783,0.203,0.813,16.663
519,0.594,0.058,0.379,0.513,0.437,0.516,0.432,0.114,0.693,0.435,9.551
520,0.113,0.48,0.093,0.638,0.753,0.887,0.134,0.047,0.593,0.652,16.948
521,0.793,0.032,0.709,0.994,0.477,0.63,0.582,0.281,0.551,0.363,14.09
522,0.457,0.28,0.521,0.834,0.218,0.791,0.26,0.478,0.14,0.944,13.724
523,0.009,0.986,0.789,0.445,0.079,0.266,0.08,0.856,0.292,0.998,8.035
524,0.357,0.108,0.475,0.518,0.83,0.434,0.148,0.332,0.818,0.53,10.183
525,0.343,0.551,0.324,0.433,0.684,0.15,0.503,0.542,0.756,0.473,12.303
526,0.25,0.523,0.888,0.05,0.384,0.034,0.491,0.977,0.752,0.402,7.907
527,0.131,0.572,0.143,0.101,0.277,0.652,0.835,0.628,0.562,0.795,6.626
528,0.612,0.882,0.148,0.592,0.994,0.596,0.174,0.912,0.543,0.356,22.113
529,0.324,0.997,0.72,0.797,0.844,0.796,0.952,0.514,0.993,0.289,20.942
530,0.825,0.22,0.598,0.023,0.965,0.467,0.702,0.648,0.153,0.685,10.046
531,0.711,0.822,0.611,0.967,0.288,0.563,0.609,0.134,0.954,0.284,20.37
532,0.18,0.392,0.305,0.269,0.07,0.854,0.225,0.097,0.475,0.52,6.496
533,0.796,0.064,0.785,0.843,0.814,0.013,0.409,0.864,0.559,0.21,15.353
534,0.366,0.802,0.606,0.519,0.008,0.425,0.777,0.187,0.972,0.032,16.071
535,0.308,0.371,0.568,0.656,0.307,0.456,0.457,0.489,0.09,0.41,10.816
536,0.708,0.739,0.391,0.23,0.396,0.66,0.25,0.479,0.666,0.084,15.513
537,0.989,0.563,0.03,0.09,0.246,0.378,0.786,0.765,0.411,0.281,15.693
538,0.286,0.821,0.712,0.943,0.736,0.456,0.046,0.463,0.094,0.199,21.398
539,0.963,0.561,0.895,0.149,0.423,0.929,0.2,0.926,0.711,0.046,15.465
540,0.601,0.373,0.873,0.903,0.872,0.292,0.395,0.875,0.474,0.69,24.17
541,0.856,0.409,0.619,0.67,0.131,0.505,0.695,0.715,0.969,0.106,15.753
542,0.865,0.552,0.769,0.4,0.328,0.428,0.558,0.693,0.44,0.157,17.383
543,0.131,0.153,0.107,0.122,0.267,0.151,0.321,0.019,0.24,0.019,5.986
544,0.279,0.295,0.639,0.534,0.96,0.115,0.771,0.425,0.556,0.181,13.288
545,0.201,0.943,0.479,0.568,0.929,0.693,0.609,0.871,0.323,0.689,16.525
546,0.831,0.118,0.6,0.659,0.343,0.452,0.805,0.331,0.695,0.004,11.267
547,0.699,0.927,0.379,0.384,0.323,0.034,0.803,0.095,0.328,0.339,14.481
548,0.187,0.437,0.136,0.154,0.598,0.691,0.028,0.473,0.952,0.597,9.484
549,0.111,0.993,0.387,0.482,0.308,0.438,0.972,0.87,0.571,0.126,9.585
550,0.873,0.262,0.029,0.735,0.246,0.029,0.638,0.962,0.335,0.111,18.042
551,0.005,0.015,0.08,0.726,0.8,0.642,0.004,0.68,0.277,0.14,15.864
552,0.83,0.002,0.602,0.044,0.221,0.253,0.276,0.928,0.315,0.926,2.742
553,0.54,0.923,0.125,0.456,0.432,0.538,0.424,0.755,0.915,0.971,19.456
554,0.392,0.183,0.758,0.665,0.402,0.787,0.816,0.225,0.04,0.914,11.741
555,0.21,0.492,0.495,0.98,0.569,0.581,0.945,0.249,0.978,0.966,16.024
556,0.972,0.691,0.555,0.281,0.007,0.986,0.9,0.386,0.949,0.897,11.164
557,0.758,0.4,0.655,0.276,0.774,0.567,0.499,0.122,0.795,0.199,14.648
558,0.831,0.637,0.783,0.995,0.161,0.517,0.136,0.72,0.964,0.891,22.263
559,0.87,0.013,0.295,0.779,0.955,0.602,0.518,0.018,0.637,0.615,14.085
560,0.227,0.417,0.896,0.923,0.516,0.261,0.231,0.926,0.271,0.302,18.492
561,0.568,0.945,0.95,0.948,0.982,0.519,0.548,0.87,0.007,0.01,28.714
562,0.406,0.255,0.718,0.222,0.62,0.552,0.134,0.191,0.473,0.225,8.712
563,0.629,0.913,0.297,0.082,0.967,0.346,0.042,0.683,0.164,0.121,17.09
564,0.782,0.812,0.821,0.391,0.542,0.287,0.048,0.455,0.777,0.848,18.405
565,0.361,0.885,0.441,0.232,0.549,0.189,0.318,0.122,0.42,0.737,14.352
566,0.164,0.941,0.601,0.127,0.02,0.886,0.19,0.25,0.909,0.244,6.602
567,0.962,0.652,0.673,0.588,0.278,0.236,0.031,0.931,0.988,0.17,17.88
568,0.952,0.857,0.061,0.279,0.847,0.948,0.594,0.758,0.798,0.004,15.79
569,0.417,0.159,0.044,0.603,0.722,0.952,0.287,0.347,0.56,0.152,14.876
570,0.821,0.067,0.06,0.145,0.037,0.548,0.625,0.477,0.718,0.134,7.439
571,0.305,0.213,0.731,0.608,0.719,0.287,0.403,0.404,0.189,0.701,13.653
572,0.323,0.209,0.084,0.664,0.973,0.379,0.168,0.04,0.472,0.129,16.863
573,0.166,0.596,0.795,0.756,0.258,0.647,0.305,0.856,0.79,0.296,15.169
574,0.963,0.947,0.133,0.572,0.325,0.138,0.148,0.627,0.066,0.675,13.661
575,0.005,0.435,0.03,0.837,0.214,0.844,0.866,0.783,0.345,0.604,13.141
576,0.348,0.844,0.098,0.415,0.493,0.206,0.224,0.324,0.048,0.221,18.409
577,0.768,0.972,0.882,0.991,0.903,0.104,0.584,0.782,0.823,0.013,26.013
578,0.391,0.528,0.123,0.458,0.503,0.676,0.396,0.725,0.061,0.268,17.317
579,0.762,0.255,0.953,0.588,0.084,0.517,0.845,0.475,0.335,0.122,15.801
580,0.47,0.538,0.769,0.312,0.939,0.225,0.236,0.633,0.926,0.688,15.818
581,0.09,0.963,0.844,0.931,0.271,0.766,0.429,0.888,0.188,0.649,15.558
582,0.188,0.599,0.344,0.378,0.637,0.931,0.547,0.823,0.778,0.228,12.245
583,0.408,0.564,0.902,0.67,0.851,0.022,0.812,0.999,0.778,0.552,19.552
584,0.586,0.567,0.103,0.428,0.277,0.529,0.615,0.182,0.635,0.966,16.58
585,0.504,0.501,0.471,0.49,0.243,0.36,0.143,0.734,0.889,0.873,13.717
586,0.919,0.64,0.667,0.195,0.734,0.991,0.574,0.95,0.2,0.869,16.412
587,0.258,0.711,0.445,0.329,0.309,0.971,0.225,0.129,0.449,0.326,9.291
588,0.131,0.637,0.492,0.028,0.733,0.34,0.0,0.837,0.662,0.176,7.133
589,0.423,0.291,0.218,0.23,0.139,1.0,0.619,0.424,0.133,0.195,11.209
590,0.317,0.117,0.574,0.7,0.743,0.571,0.105,0.961,0.402,0.634,11.824
591,0.837,0.266,0.0,0.599,0.444,0.491,0.003,0.29,0.902,0.049,18.621
592,0.174,0.743,0.025,0.5,0.295,0.056,0.266,0.416,0.033,0.629,15.261
593,0.588,0.034,0.905,0.045,0.307,0.895,0.902,0.37,0.061,0.382,5.188
594,0.135,0.883,0.009,0.564,0.987,0.108,0.04,0.852,0.949,0.815,19.064
595,0.499,0.742,0.367,0.952,0.592,0.583,0.765,0.991,0.453,0.601,23.931
596,0.572,0.144,0.414,0.137,0.915,0.305,0.039,0.296,0.99,0.876,7.84
597,0.05,0.293,0.699,0.811,0.142,0.259,0.089,0.091,0.281,0.702,8.902
598,0.436,0.579,0.294,0.793,0.444,0.539,0.567,0.152,0.585,0.877,17.104
599,0.766,0.483,0.993,0.072,0.494,0.243,0.391,0.087,0.307,0.539,17.301
600,0.645,0.398,0.649,0.598,0.707,0.558,0.082,0.325,0.408,0.564,16.328
601,0.945,0.012,0.599,0.732,0.63,0.716,0.738,0.308,0.785,0.994,11.893
602,0.019,0.956,0.98,0.309,0.528,0.156,0.655,0.248,0.57,0.522,11.659
603,0.058,0.363,0.917,0.584,0.344,0.517,0.324,0.683,0.867,0.747,11.822
604,0.814,0.722,0.839,0.456,0.498,0.585,0.208,0.559,0.496,0.061,18.263
