ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,target
285,58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,unknown,0.0
286,40,management,married,primary,no,1231,yes,yes,unknown,15,may,184,2,-1,0,unknown,0.0
287,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,0.0
288,30,management,single,tertiary,no,59,yes,yes,unknown,8,may,202,1,-1,0,unknown,0.0
289,54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,104,1,146,1,failure,0.0
290,35,technician,divorced,secondary,no,-199,yes,no,unknown,27,may,137,2,-1,0,unknown,0.0
291,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,0.0
292,40,technician,married,secondary,no,503,yes,no,unknown,14,may,127,3,-1,0,unknown,0.0
293,52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,-1,0,unknown,0.0
294,32,technician,single,tertiary,no,723,no,no,cellular,28,aug,68,27,-1,0,unknown,0.0
295,26,student,single,secondary,no,279,no,no,cellular,7,may,239,3,-1,0,unknown,0.0
296,31,technician,single,tertiary,no,-1,no,no,cellular,21,aug,117,4,-1,0,unknown,0.0
297,25,technician,single,tertiary,no,1231,no,no,cellular,31,aug,271,2,-1,0,unknown,1.0
298,30,management,single,tertiary,no,1191,no,no,cellular,11,aug,381,4,-1,0,unknown,0.0
299,33,blue-collar,single,secondary,no,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,0.0
300,31,services,single,secondary,no,658,no,no,cellular,22,may,100,1,-1,0,unknown,0.0
301,57,management,married,tertiary,no,2101,no,no,cellular,18,nov,101,5,-1,0,unknown,0.0
302,40,blue-collar,married,primary,no,-616,yes,no,cellular,21,nov,182,1,157,2,failure,0.0
303,35,management,single,secondary,no,356,yes,no,cellular,11,may,7,5,171,12,failure,0.0
304,41,technician,married,unknown,no,254,yes,no,unknown,8,may,690,1,-1,0,unknown,0.0
305,38,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,0.0
306,54,services,married,secondary,no,3601,no,no,telephone,18,aug,238,3,-1,0,unknown,0.0
307,61,management,married,tertiary,no,0,yes,yes,cellular,1,apr,158,1,115,2,failure,0.0
308,59,management,single,tertiary,no,623,yes,no,cellular,7,jul,212,4,-1,0,unknown,0.0
309,45,management,single,tertiary,no,16,no,no,cellular,18,nov,100,1,110,2,failure,0.0
310,50,management,married,tertiary,no,1854,yes,yes,unknown,3,jun,119,2,-1,0,unknown,0.0
311,31,admin.,single,tertiary,no,516,no,no,cellular,5,jun,227,1,-1,0,unknown,0.0
312,50,management,divorced,tertiary,no,738,yes,yes,unknown,29,may,68,1,-1,0,unknown,0.0
313,37,services,divorced,secondary,no,135,no,no,cellular,10,jul,460,1,-1,0,unknown,0.0
314,47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,1.0
315,40,technician,married,tertiary,no,1554,no,no,cellular,30,jan,99,1,-1,0,unknown,0.0
316,39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,unknown,0.0
317,30,blue-collar,married,secondary,no,187,yes,no,unknown,26,may,272,6,-1,0,unknown,0.0
318,25,blue-collar,single,secondary,no,249,yes,no,unknown,12,may,149,5,-1,0,unknown,0.0
319,53,self-employed,divorced,tertiary,yes,10,no,no,cellular,20,nov,75,3,-1,0,unknown,0.0
320,46,services,married,secondary,no,1227,yes,yes,unknown,30,may,135,1,-1,0,unknown,0.0
321,54,blue-collar,married,primary,no,428,yes,no,cellular,8,may,311,1,-1,0,unknown,0.0
322,45,management,married,tertiary,no,-459,no,no,cellular,21,aug,508,6,-1,0,unknown,0.0
323,57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,0.0
324,50,housemaid,married,tertiary,no,5260,yes,no,cellular,24,jul,51,2,-1,0,unknown,0.0
325,38,blue-collar,married,secondary,no,638,yes,no,telephone,6,may,90,2,-1,0,unknown,0.0
326,37,services,married,secondary,no,1785,yes,no,unknown,26,may,912,4,-1,0,unknown,0.0
327,58,management,married,tertiary,no,-565,yes,yes,cellular,17,nov,191,2,-1,0,unknown,0.0
328,26,technician,married,secondary,no,18,yes,yes,cellular,5,may,138,1,-1,0,unknown,0.0
329,23,services,single,secondary,no,495,yes,yes,cellular,18,may,302,1,-1,0,unknown,0.0
330,30,services,divorced,secondary,no,63,yes,no,unknown,29,may,96,5,-1,0,unknown,0.0
331,38,technician,married,tertiary,no,-3,no,no,cellular,20,nov,251,2,101,3,failure,0.0
332,39,management,single,tertiary,no,2651,no,no,cellular,6,apr,139,2,136,5,other,0.0
333,46,management,married,tertiary,no,37,yes,no,cellular,30,jul,239,4,-1,0,unknown,0.0
334,55,management,married,tertiary,no,-375,no,no,cellular,30,jul,814,2,-1,0,unknown,1.0
335,48,technician,married,secondary,no,-938,yes,no,cellular,7,may,134,1,344,2,failure,0.0
336,34,management,single,tertiary,no,2633,yes,no,cellular,21,nov,705,6,-1,0,unknown,1.0
337,31,housemaid,married,primary,no,-184,yes,no,cellular,24,jul,326,1,-1,0,unknown,0.0
338,55,entrepreneur,married,secondary,no,8104,no,no,cellular,6,feb,213,2,-1,0,unknown,0.0
339,39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,unknown,0.0
340,28,unemployed,single,tertiary,no,1638,no,no,cellular,29,jan,238,1,-1,0,unknown,0.0
341,39,admin.,single,secondary,no,548,yes,no,unknown,3,jun,296,2,-1,0,unknown,0.0
342,36,blue-collar,divorced,primary,no,3202,yes,no,unknown,21,may,290,2,-1,0,unknown,0.0
343,48,technician,married,secondary,yes,295,no,yes,cellular,17,nov,190,2,-1,0,unknown,0.0
344,35,management,divorced,tertiary,no,153,no,no,cellular,9,jul,593,2,-1,0,unknown,0.0
345,60,technician,married,unknown,no,0,yes,no,unknown,8,may,77,1,-1,0,unknown,0.0
346,34,services,single,secondary,no,16,yes,no,cellular,20,nov,340,1,-1,0,unknown,0.0
347,27,blue-collar,single,secondary,no,-247,no,yes,cellular,22,jul,264,1,-1,0,unknown,0.0
348,45,blue-collar,married,primary,no,31,no,no,cellular,8,apr,393,2,310,1,other,0.0
349,46,entrepreneur,married,tertiary,no,4726,yes,no,cellular,8,apr,405,1,-1,0,unknown,0.0
350,31,management,married,tertiary,no,804,no,no,cellular,21,nov,128,2,-1,0,unknown,0.0
351,30,blue-collar,married,secondary,no,0,no,yes,cellular,21,nov,718,1,-1,0,unknown,0.0
352,49,blue-collar,married,primary,no,201,yes,yes,cellular,18,jul,297,2,-1,0,unknown,0.0
353,28,admin.,single,secondary,no,707,yes,no,cellular,25,may,226,1,-1,0,unknown,1.0
354,39,blue-collar,married,secondary,no,171,yes,yes,cellular,8,may,153,1,353,1,failure,0.0
355,46,blue-collar,married,secondary,no,190,no,yes,cellular,10,jul,154,1,-1,0,unknown,0.0
356,40,technician,married,secondary,no,84,yes,no,cellular,8,aug,119,3,-1,0,unknown,0.0
357,51,management,married,tertiary,no,583,no,no,cellular,26,may,109,1,-1,0,unknown,0.0
358,45,blue-collar,married,primary,no,18,yes,no,unknown,26,may,90,2,-1,0,unknown,0.0
359,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,0,unknown,1.0
360,29,management,married,tertiary,no,246,yes,no,unknown,9,may,45,1,-1,0,unknown,0.0
361,64,unknown,married,unknown,no,2799,no,no,telephone,9,sep,378,4,-1,0,unknown,0.0
362,47,admin.,married,secondary,no,328,no,no,cellular,13,aug,260,2,-1,0,unknown,0.0
363,59,retired,married,tertiary,no,4589,no,no,cellular,18,nov,94,2,-1,0,unknown,0.0
364,40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,failure,1.0
365,38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,0.0
366,52,blue-collar,married,primary,no,1271,no,no,cellular,18,aug,131,3,-1,0,unknown,0.0
367,31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown,0.0
368,46,services,divorced,secondary,no,355,yes,no,cellular,8,may,122,2,338,8,other,0.0
369,44,technician,married,secondary,no,1139,yes,no,cellular,30,jan,64,1,-1,0,unknown,0.0
370,45,technician,married,tertiary,no,2699,yes,no,cellular,29,jun,264,4,-1,0,unknown,0.0
371,33,blue-collar,single,secondary,yes,-60,no,no,unknown,6,may,243,1,-1,0,unknown,0.0
372,55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other,0.0
373,26,management,single,tertiary,no,141,no,no,cellular,12,aug,74,2,-1,0,unknown,0.0
374,37,blue-collar,single,primary,no,0,yes,yes,cellular,22,jul,118,1,-1,0,unknown,0.0
375,30,services,married,secondary,no,3929,yes,no,cellular,20,nov,593,1,-1,0,unknown,1.0
376,31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,unknown,1.0
377,46,blue-collar,married,secondary,no,33,yes,no,unknown,14,may,136,8,-1,0,unknown,0.0
378,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,0.0
379,53,retired,divorced,primary,no,2997,no,no,unknown,9,jun,162,1,-1,0,unknown,0.0
380,30,admin.,single,secondary,no,914,yes,no,cellular,28,oct,524,3,272,1,failure,1.0
381,38,blue-collar,married,secondary,no,-220,yes,no,unknown,27,may,518,2,-1,0,unknown,0.0
382,26,management,single,tertiary,no,1177,no,no,cellular,19,oct,116,1,-1,0,unknown,0.0
383,51,management,married,tertiary,no,36,yes,no,unknown,13,may,535,2,-1,0,unknown,0.0
384,25,blue-collar,married,secondary,no,148,yes,no,cellular,18,may,119,1,-1,0,unknown,0.0
385,57,retired,married,primary,no,177,no,yes,cellular,21,jul,91,4,-1,0,unknown,0.0
386,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,1.0
387,46,admin.,married,secondary,no,1934,no,yes,unknown,15,may,240,1,-1,0,unknown,0.0
388,46,blue-collar,married,primary,yes,575,no,no,cellular,6,aug,127,3,-1,0,unknown,0.0
389,28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,0,unknown,1.0
390,31,technician,married,tertiary,no,1990,yes,yes,cellular,17,apr,316,2,339,1,other,0.0
391,30,admin.,single,secondary,no,414,no,no,cellular,30,apr,64,1,-1,0,unknown,0.0
392,55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown,0.0
393,70,management,married,tertiary,no,5563,no,no,cellular,6,feb,146,1,-1,0,unknown,0.0
394,41,blue-collar,married,primary,no,686,yes,no,cellular,21,nov,888,3,-1,0,unknown,0.0
395,28,technician,single,secondary,no,26765,no,no,unknown,13,may,210,8,-1,0,unknown,0.0
396,52,management,married,tertiary,no,1545,no,no,unknown,20,jun,115,4,-1,0,unknown,0.0
397,57,management,married,tertiary,no,1660,no,no,cellular,4,aug,642,1,-1,0,unknown,1.0
398,32,blue-collar,single,primary,no,23,yes,yes,unknown,5,may,160,1,-1,0,unknown,0.0
399,75,retired,married,unknown,no,7819,no,no,cellular,15,feb,261,1,97,4,other,0.0
400,38,services,single,secondary,no,164,no,yes,cellular,15,jul,188,3,-1,0,unknown,0.0
401,59,retired,single,secondary,no,1150,no,no,unknown,11,jun,91,1,-1,0,unknown,0.0
402,50,admin.,married,secondary,no,100,yes,no,unknown,18,jun,23,1,-1,0,unknown,0.0
403,45,services,divorced,primary,no,242,yes,no,unknown,19,may,336,1,-1,0,unknown,0.0
404,37,unemployed,single,secondary,no,42,no,no,cellular,22,aug,99,2,-1,0,unknown,0.0
405,33,entrepreneur,married,tertiary,no,114,no,yes,cellular,28,jul,57,3,-1,0,unknown,0.0
406,39,management,married,tertiary,no,13021,no,no,cellular,5,aug,425,2,-1,0,unknown,0.0
407,42,technician,married,unknown,no,906,yes,no,cellular,5,feb,434,2,-1,0,unknown,0.0
408,34,entrepreneur,married,secondary,no,393,yes,no,cellular,18,jul,172,3,-1,0,unknown,0.0
409,37,management,married,tertiary,no,2401,no,no,cellular,6,aug,203,7,-1,0,unknown,0.0
410,28,technician,single,tertiary,no,172,yes,yes,cellular,3,apr,100,14,60,2,failure,0.0
411,45,management,single,tertiary,no,16,no,no,cellular,31,jul,59,2,-1,0,unknown,0.0
412,52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure,0.0
413,48,management,single,secondary,no,7,no,no,cellular,4,feb,191,1,-1,0,unknown,0.0
414,29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,1.0
415,44,blue-collar,married,primary,no,148,yes,no,unknown,6,may,211,1,-1,0,unknown,0.0
416,41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,0.0
417,34,technician,single,tertiary,yes,-6,no,no,cellular,28,aug,79,8,-1,0,unknown,0.0
418,30,blue-collar,married,secondary,no,-28,yes,no,cellular,18,may,284,2,371,1,failure,0.0
419,55,admin.,married,secondary,no,-2,no,no,cellular,28,aug,76,1,-1,0,unknown,0.0
420,43,services,married,secondary,no,1450,yes,no,unknown,4,jun,227,2,-1,0,unknown,0.0
421,37,admin.,married,tertiary,no,103,yes,yes,cellular,27,apr,81,3,-1,0,unknown,0.0
422,36,management,married,tertiary,no,2813,yes,no,cellular,7,aug,88,3,-1,0,unknown,0.0
423,33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,273,1,other,0.0
424,40,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,449,1,-1,0,unknown,1.0
425,28,blue-collar,single,secondary,no,1285,no,no,telephone,22,jul,29,16,-1,0,unknown,0.0
426,63,retired,married,secondary,no,2734,no,no,cellular,7,apr,72,5,-1,0,unknown,0.0
427,30,admin.,married,secondary,no,111,no,yes,cellular,21,nov,86,3,133,1,failure,0.0
428,45,blue-collar,married,primary,no,0,no,no,cellular,11,aug,79,6,-1,0,unknown,0.0
429,47,services,divorced,secondary,no,743,yes,yes,unknown,13,may,367,1,-1,0,unknown,0.0
430,71,self-employed,married,secondary,no,5946,no,no,cellular,3,jul,59,7,-1,0,unknown,0.0
431,29,blue-collar,married,secondary,no,602,yes,yes,cellular,17,apr,440,2,-1,0,unknown,0.0
432,53,management,married,tertiary,no,811,no,no,cellular,28,jan,405,3,-1,0,unknown,0.0
433,27,management,single,tertiary,no,6791,no,no,cellular,5,aug,179,2,69,26,other,1.0
434,53,technician,married,secondary,no,944,yes,no,cellular,23,jul,799,4,-1,0,unknown,0.0
435,49,management,married,tertiary,no,108,no,no,cellular,26,aug,210,6,-1,0,unknown,0.0
436,39,management,single,tertiary,no,-85,yes,no,unknown,8,may,423,2,-1,0,unknown,0.0
437,34,admin.,married,secondary,no,1689,no,no,unknown,20,may,423,1,-1,0,unknown,0.0
438,56,management,married,tertiary,no,586,no,no,telephone,10,jul,123,1,-1,0,unknown,0.0
439,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,0.0
440,34,technician,married,secondary,no,-25,no,no,cellular,15,may,207,1,-1,0,unknown,0.0
441,32,management,single,tertiary,no,566,no,no,cellular,30,apr,114,2,-1,0,unknown,0.0
442,54,retired,divorced,primary,no,308,yes,no,cellular,14,jul,248,3,-1,0,unknown,0.0
443,46,admin.,married,secondary,no,517,yes,no,cellular,5,may,29,3,-1,0,unknown,0.0
444,29,blue-collar,married,secondary,no,25,yes,no,cellular,15,may,50,5,-1,0,unknown,0.0
445,32,unemployed,married,secondary,no,2400,yes,yes,cellular,5,feb,450,3,-1,0,unknown,0.0
446,54,self-employed,married,tertiary,no,66,yes,no,telephone,12,may,246,2,-1,0,unknown,0.0
447,32,blue-collar,married,secondary,no,1331,yes,no,unknown,5,may,286,2,-1,0,unknown,0.0
448,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,1.0
449,48,blue-collar,married,secondary,no,0,no,no,cellular,6,aug,311,5,-1,0,unknown,0.0
450,27,blue-collar,single,primary,no,1659,no,yes,cellular,7,jul,447,3,-1,0,unknown,0.0
451,34,blue-collar,married,secondary,no,1831,yes,no,unknown,20,may,203,2,-1,0,unknown,0.0
452,39,technician,married,tertiary,no,1889,no,no,cellular,29,jan,108,2,-1,0,unknown,0.0
453,29,blue-collar,married,secondary,no,313,yes,no,cellular,20,apr,172,2,343,3,other,0.0
454,57,retired,married,primary,no,0,no,no,cellular,21,aug,394,3,-1,0,unknown,0.0
455,30,technician,single,tertiary,no,-241,yes,no,unknown,28,may,147,1,-1,0,unknown,0.0
456,53,services,divorced,tertiary,no,329,no,no,cellular,30,jan,189,1,-1,0,unknown,0.0
457,41,blue-collar,divorced,secondary,no,1491,yes,no,unknown,6,jun,100,2,-1,0,unknown,0.0
458,49,management,single,tertiary,no,1350,yes,yes,cellular,11,may,716,1,-1,0,unknown,0.0
459,52,management,single,tertiary,no,1205,no,no,telephone,19,aug,18,20,-1,0,unknown,0.0
460,34,management,single,tertiary,no,603,no,no,cellular,28,aug,787,1,-1,0,unknown,0.0
461,32,technician,married,secondary,no,999,no,no,cellular,11,aug,382,3,-1,0,unknown,0.0
462,33,services,married,secondary,no,184,yes,no,unknown,13,may,109,4,-1,0,unknown,0.0
463,30,management,single,tertiary,no,188,no,no,cellular,28,jan,66,1,-1,0,unknown,0.0
464,43,blue-collar,married,primary,no,-454,yes,no,unknown,7,may,322,2,-1,0,unknown,0.0
465,33,self-employed,single,tertiary,no,1354,yes,no,cellular,16,apr,270,1,147,2,failure,0.0
466,44,technician,married,secondary,no,858,no,no,unknown,30,may,567,2,-1,0,unknown,0.0
467,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,0.0
468,52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,0.0
469,31,blue-collar,married,primary,no,63,yes,no,cellular,12,may,256,1,-1,0,unknown,0.0
470,48,blue-collar,married,primary,no,456,yes,yes,unknown,19,may,289,1,-1,0,unknown,0.0
471,54,services,married,secondary,no,171,no,yes,cellular,14,jul,673,8,-1,0,unknown,0.0
472,47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,0.0
473,54,entrepreneur,divorced,tertiary,no,5784,no,no,cellular,21,nov,75,5,-1,0,unknown,0.0
474,29,admin.,single,secondary,no,3794,no,no,cellular,30,apr,249,1,-1,0,unknown,0.0
475,26,management,single,tertiary,no,9447,no,no,cellular,4,sep,113,1,100,2,other,0.0
476,22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,-1,0,unknown,1.0
477,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768,2,91,5,success,0.0
478,71,retired,married,primary,no,3230,no,no,cellular,24,may,341,2,133,3,failure,1.0
479,24,admin.,single,secondary,no,770,yes,no,unknown,16,may,233,1,-1,0,unknown,0.0
480,44,blue-collar,single,primary,no,1308,no,yes,unknown,19,jun,161,1,-1,0,unknown,0.0
481,31,technician,married,secondary,no,671,no,no,cellular,2,feb,119,2,175,2,failure,0.0
482,26,entrepreneur,single,secondary,no,101,yes,no,unknown,13,may,723,1,-1,0,unknown,0.0
483,30,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,4,-1,0,unknown,1.0
484,65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,1,-1,0,unknown,1.0
485,29,management,married,secondary,no,147,yes,yes,unknown,7,may,376,2,-1,0,unknown,0.0
486,29,technician,single,secondary,no,674,no,no,cellular,17,apr,170,5,-1,0,unknown,1.0
487,33,blue-collar,married,primary,no,2,yes,yes,unknown,12,may,409,2,-1,0,unknown,0.0
488,49,services,married,secondary,no,86,yes,yes,cellular,24,jul,92,2,-1,0,unknown,0.0
489,38,management,single,tertiary,no,1027,yes,no,cellular,6,sep,387,2,188,3,success,0.0
490,35,blue-collar,single,primary,no,-759,yes,no,cellular,31,jul,142,2,-1,0,unknown,0.0
491,32,management,married,tertiary,no,514,yes,no,unknown,28,may,497,2,-1,0,unknown,0.0
492,48,housemaid,single,primary,no,46,no,no,cellular,4,aug,118,1,1,3,success,1.0
493,34,technician,single,tertiary,no,2521,no,no,cellular,13,aug,73,2,-1,0,unknown,0.0
494,36,management,single,tertiary,no,3850,yes,no,cellular,4,may,8,4,-1,0,unknown,0.0
495,45,unemployed,married,secondary,no,736,no,no,unknown,20,jun,13,2,-1,0,unknown,0.0
496,28,management,single,tertiary,no,204,yes,no,unknown,27,may,247,1,-1,0,unknown,0.0
497,42,services,single,secondary,no,838,yes,no,cellular,19,nov,266,2,-1,0,unknown,0.0
498,38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,0.0
499,48,blue-collar,married,unknown,no,113,no,no,cellular,11,aug,104,13,-1,0,unknown,0.0
500,40,services,single,secondary,no,856,yes,no,telephone,17,nov,70,1,-1,0,unknown,0.0
501,27,technician,married,tertiary,no,10451,yes,no,cellular,2,feb,45,1,-1,0,unknown,0.0
502,28,blue-collar,married,secondary,no,255,yes,no,cellular,29,jan,602,2,-1,0,unknown,0.0
503,36,admin.,divorced,secondary,no,-611,yes,no,unknown,27,may,222,1,-1,0,unknown,0.0
504,49,management,married,secondary,no,633,no,yes,cellular,29,jul,249,6,-1,0,unknown,0.0
505,34,unemployed,married,tertiary,no,181,yes,no,cellular,2,feb,110,1,-1,0,unknown,0.0
506,35,self-employed,married,secondary,no,351,yes,no,unknown,9,may,298,2,-1,0,unknown,0.0
507,36,blue-collar,married,primary,no,441,yes,no,cellular,7,may,100,4,358,1,failure,0.0
508,65,unemployed,married,tertiary,no,0,no,no,cellular,10,aug,465,1,-1,0,unknown,0.0
509,50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure,0.0
510,49,blue-collar,divorced,primary,no,73,no,yes,cellular,28,jul,106,11,-1,0,unknown,0.0
511,58,technician,married,secondary,no,7554,no,no,telephone,9,feb,167,1,469,1,success,0.0
512,30,admin.,single,secondary,no,278,yes,no,cellular,15,may,148,1,-1,0,unknown,0.0
513,52,management,married,tertiary,no,3163,no,no,cellular,25,aug,56,6,-1,0,unknown,0.0
514,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown,1.0
515,51,admin.,married,secondary,no,21,no,yes,cellular,13,aug,157,2,-1,0,unknown,0.0
516,27,self-employed,single,tertiary,no,347,no,no,cellular,6,aug,385,4,-1,0,unknown,1.0
517,58,retired,married,primary,no,121,yes,no,unknown,5,may,50,1,-1,0,unknown,0.0
518,24,admin.,married,secondary,no,262,yes,no,unknown,4,jun,69,3,-1,0,unknown,0.0
