"","HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"70","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","NORMAL"
"71","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","TRUE","NORMAL","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","HIGH","LOW","HIGH","HIGH","LOW","LOW"
"72","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","LOW","ZERO","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","NORMAL"
"73","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"74","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","ESOPHAGEAL","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"75","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","NORMAL","NORMAL","LOW","NORMAL"
"76","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","LOW","FALSE","NORMAL","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"77","FALSE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"78","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"79","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","LOW","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"80","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","NORMAL"
"81","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"82","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"83","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","ZERO","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"84","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","HIGH","HIGH","HIGH","LOW"
"85","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"86","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","HIGH","TRUE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","NORMAL","NORMAL"
"87","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"88","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"89","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"90","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"91","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","ZERO","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"92","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"93","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","HIGH","LOW"
"94","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"95","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"96","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"97","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","LOW","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"98","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","ZERO","ZERO","LOW","HIGH","LOW","NORMAL","NORMAL","LOW","LOW"
"99","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"100","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","HIGH","TRUE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","ZERO","ZERO","LOW","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL"
"101","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","LOW","HIGH","HIGH","HIGH","NORMAL"
"102","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"103","FALSE","NORMAL","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"104","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","ZERO","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","LOW"
"105","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"106","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"107","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"108","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"109","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","ZERO","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"110","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","HIGH","FALSE","FALSE","HIGH","ZERO","TRUE","ZERO","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","HIGH","LOW","NORMAL","LOW","LOW","HIGH"
"111","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","ESOPHAGEAL","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"112","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"113","FALSE","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"114","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"115","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"116","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","LOW","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"117","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","ZERO","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"118","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH","LOW"
"119","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","ZERO","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"120","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"121","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","LOW","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"122","FALSE","LOW","LOW","FALSE","LOW","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"123","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"124","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","ESOPHAGEAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","LOW","NORMAL"
"125","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","NORMAL","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","HIGH"
"126","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"127","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","NORMAL","HIGH","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL"
"128","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"129","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","ZERO","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","NORMAL","NORMAL","HIGH","HIGH","NORMAL","LOW"
"130","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","NORMAL","NORMAL","HIGH","HIGH","HIGH","LOW"
"131","FALSE","NORMAL","LOW","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","NORMAL","LOW"
"132","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"133","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","LOW","LOW"
"134","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"135","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"136","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"137","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"138","FALSE","LOW","LOW","FALSE","LOW","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"139","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","LOW","FALSE","LOW","LOW","ZERO","ZERO","NORMAL","NORMAL","HIGH","HIGH","HIGH","NORMAL"
