,Text_ID,Product_Description,Product_Type,Sentiment
885,4303,Nice RT @mention Apple to open pop-up store at SXSW Festival {link} #SXSW #ipad #mac,9,3
2842,4782,Maybe @mention is trying to calculate how much money Mahalo is losing from the Google Farmer update #sxsw,5,2
5221,6917,"RT @mention Well hello, #SXSW! Here's a free iTunes sampler, to celebrate the festival this year: {link}",9,2
577,1609,Nice! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},9,2
4794,2960,Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,9,3
6215,6446,RT @mention Platform for Concertgoers Launches Android App in Time for SXSW - {link} #sxsw,9,2
1625,6075,RT @mention I'll be helping @mention at 12:30 for the Twitter for Good at #sxsw at Icenhaur's. Come and join us  {link},9,2
2429,5985,"RT @mention Hello #sxsw ppl if U wnt 2 share mobile vid @mention the show download {link} share 2 mobile friends, tweet, etc #client",9,2
5927,157,@mention  #SXSW LonelyPlanet Austin guide for #iPhone is free for a limited time {link} #lp #travel,9,3
1446,5494,"RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",9,2
2529,337,First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw,9,3
452,1896,"Buying iPad2? Turn in ur iPad1, Apple store wipes it clean, donates to schools. Mrs. Jobs idea. #Apple #iPad2 #SXSW",2,3
1590,7294,#SxSW - Downtown Austin Apple Store: Congress &amp; West 6th Street. (answered my own question the old fashion way... I googled it).,9,2
3309,1054,I like it RT @mention @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky #911tweets panel #SXSW.,3,3
2769,5455,"RT @mention Apple Pop Up Store for #SXSW, Why not Pop Up Genius Bars - Everywhere?",2,3
2223,6736,RT @mention The Big Idea: Google leaves nothing left to discover {link} #SXSW #SXSWi,9,2
6358,6097,"RT @mention If you attended Mobile Accessibility panel at #sxsw Would be interested in what you learned, esp. about access for the blind, Android, etc.",9,2
1895,6827,RT @mention UBER BRAND SMART: Gonna move a ton of iPad2 - #Apple opening a popup shop in Austin for #SxSW  {link} via@mention @mention,9,2
2828,4817,Pengen jdnya RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored (cont) {link},9,2
2098,1856,SXSW Quotables are giving away an iPad 2 today - all you need to do is sign up at {link} to be entered automatically. #sxsw,9,2
5528,6400,"RT @mention OH .. #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",9,2
4859,3272,I have a girl crush on google's Marissa Mayer. But who doesn't? #sxsw,9,2
295,888,"HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",9,2
1559,3121,#sxsw is exposing my iphone's horrendous battery life.,8,1
4081,5400,RT @mention Anybody seen if the 6th St Apple store is up yet? #sxsw,9,2
2049,5242,"RT @mention #LolShow Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad2 {link}",9,2
3283,8604,Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link} (via @mention,9,2
4575,8220,"deviantART buys 3 iPad 2's in Austin, tests Muro drawing, it's super fast!! #deviantART #SXSW {link}",6,3
438,192,The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},6,3
548,4289,The Go Game Launches Do-It-Yourself iPhone Scavenger Hunts {link} (via @mention @mention #LI #FB #SXSW,9,2
5610,4406,"Up next in 5: GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV",9,2
3340,7194,Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,9,2
3757,2814,Z17: Protect the Innocent {link} eN6P2E [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zlf,9,2
4965,3672,Help me win an iPad 2 - click like on the following picture from the @mention party @mention {link} - thanks #sxsw,9,2
726,4692,@mention no need there is an apple popup store walking distance from #sxsw now!,9,2
6306,3484,#Sxsw fashion essential #13:  photo on iPhone with @mention @mention or @mention,9,2
564,6741,"RT @mention the internet blurs, {link} the iPad fades, {link} ÛÒ @mention at #SXSW",9,2
3411,4555,iPad 2 line stretching around the block #sxsw,9,2
6163,1095,Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw,3,1
5915,5989,RT @mention Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,9,2
4551,5227,RT @mention #Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,9,2
3252,6226,RT @mention Just won an iPad 2 at #sxsw thanks to @mention #fxsw,6,3
549,955,Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success. #newsapps #sxsw,2,1
3943,5645,"RT @mention Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",9,2
4006,778,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz",9,2
705,9010,Apparently the #sxsw apple store line is only 15 minutes at the moment.,9,2
1512,5912,RT @mention Google to launch new social network at SXSW? - CNET News {link} #sxsw,5,2
2696,3818,I heart #iPad 2. {link} #SXSW,6,3
2238,4168,Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},6,3
896,3555,Mistakes I Made Building Netflix for the iPhone #netflixiphone @mention #sxsw,9,2
4532,350,they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,0,1
4317,4225,kinda jealous of the ubiquity of ipad's here...#sxsw,6,3
6209,7603,No biz cards! Bump on iphone or google me RT @mention #SXSW is when I basically become automatic business card dispenser for a week,9,2
1430,5187,RT @mention &quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,3,3
1610,3985,"Tech Check podcast -- #SxSW #Android passes #BlackBerry, a big Twitter #fail! -- {link} by @mention #sxsw #cnn",9,3
4388,8319,#SXSW LOST! IPhone 3GS in black hard case with pink clouds and multicolor thunderbolts. Email deshi80227@mention reward!,9,2
979,5517,RT @mention At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,9,2
316,7593,Google Circles. A new social networking platform. {link} So this is the new Facebook? #SXSW,9,2
4314,8633,"Block party capitalism ballroom f #sxsw
Just went to google thing last session but only because first choice was full",9,2
2311,4825,"Heading to #sxsw? We're hosting an Android dev meetup, 1:30-2:30pm. Details to follow, but let's plan on geeking out.",0,2
1607,8065,South By Southwest: Google Looks to a Mobile Future {link} #sxsw,9,2
2459,8175,Huzzah! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,3
769,1535,@mention {link} you get the #sxsw app yet? Android version has the schedule.,1,3
2281,7878,"Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link}",9,2
5675,6008,"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",9,2
3247,1610,"{link} ªÈ @mention Longest line at #sxsw? The Apple Store, of course.  {link}",9,2
2308,2698,"hehe apple opens a temporary apple retail store in austin, just for the ipad2 launch for all the #sxsw geeks {link}",9,2
5710,1605,#sxsw RT @mention Just crashed a segway into google #technology,9,2
4073,2636,"Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other",9,2
624,3998,sounds like a job for #sxsw Some detail about the new Bomb It iPhone App would love some early ado... {link},7,3
1872,8661,"@mention ummm - are u a dinosaur?   #SXSW question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",9,2
3012,4781,"Nope, @mention Is NOT Launching Its Own Social Network at #SXSW {link}",9,2
1336,345,Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,7,3
6335,7368,Need to upgrade to the iPhone 4 asap. This taking pics without a flash blows on the 3GS. #EhTeam #SXSW,9,2
5324,8901,@mention where's the apple #sxsw set-up? Can anyone get in?,9,2
2713,1084,#ipad art show at @mention just in time for #sxsw check it out you interactive fools,6,3
4682,2031,Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,3,3
4330,2326,"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}",9,3
4496,6433,"RT @mention Panel at #SxSW called What? Those Guys Are Canadian?  Featuring: The CEOs of HootSuite, Kiip and Syncapse. {link}",9,2
2500,6171,"RT @mention It's a model for one, not for all. RT @mention #sxsw &quot;apple comes up with cool tech no one's ever heard of cuz they don't go to conferences&quot;",2,3
3400,1249,Expecting to see a flood of shiny new ipad2's today @mention Line at apple store was around the block #sxsw,6,3
3547,6315,RT @mention Might need to go to Apple today.  I think my &quot;S&quot; &quot;X&quot; and &quot;W&quot; keys are worn out. #sxsw,9,2
328,790,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",9,2
2961,4571,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,5,3
6206,8260,Very smart move by Apple. A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link},2,3
1548,5821,RT @mention Google fires a shot at Foursquare with check-in rewards and titles {link} by @mention #SXSW,9,2
669,1593,"Whoa. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",5,3
2643,3692,Omg the line for the ipad2 at austins apple store is LONG. Alot of #sxsw badges {link},9,2
5203,5384,RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,5,3
2284,8359,Last minute flight change to #sxsw means I can pick up an iPad 2 before I leave! #fb,6,3
852,8408,"@mention Thanks! Good tidbit on the I/O conference, too, thanks for sharing that. #sxsw #google",9,2
4477,1692,Scored a #mophie juice pack at the #tradeshow #sxsw. Double your iPhone battery!,9,2
4289,5439,RT @mention Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},2,3
3153,7823,Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,7,3
782,7309,This group next to me has 6 ppl @mention the table. Everyone is using thier phone/ipad instead of taking to each other. #SXSW,9,2
2491,6598,RT @mention RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,9,2
6054,3865,"My row this morning two people hand writing notes, one person on a Blackberry and me on a #pc - proof Apple isn't a monopoly at #sxsw",2,1
1417,169,Attending #sxsw? Austin Guide by @mention is now free to download on iTunes - {link} #lp,9,2
3552,3645,U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,9,2
2484,7098,Apple is opening up a temp store in Austin for #SXSW {link} via @mention @mention #awesome,9,2
164,2955,Ha! RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},9,2
827,4881,"Welcome to TX. Make friends, spend lotsa money &amp; most importantly, look up from ur iphone occasionally if u expect not 2 get run over #sxsw",9,2
1071,5037,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw anÛ_ (cont) {link},9,2
905,3,@sxsw I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw,7,1
4123,8341,"@mention talk about #sxsw and iPad is acceptable. Sun and warmth are not acceptable conversation topics, sorry.",6,3
2469,760,Google to Launch Major New Social Network Called Circles {link} #sxsw (RT @mention,9,2
1687,7010,"Did some one say free music? Did someone say free @mention music!? Yes, yes they did. {link} #SXSW #FreeMusic",9,2
5005,7534,Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},9,2
3955,7184,{link} another example of the marketing beast that is #apple at #sxsw,9,2
2516,6551,"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} #privacy ?",9,2
2611,4184,Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw #mobile #mcommerce,9,2
13,6513,"RT @mention RT @mention Arriving in the US for #sxsw, will be looking for a MicroSIM for data in my iPhone // recommendations @mention",9,2
1586,8471,Where is this #apple truck? I need the #ipad #sxsw,6,3
947,8631,#SocialNetworks: #Google noch heute mit #Circles? #Facebook-Konkurrent! {link} via @mention und {link} #SXSW,9,0
3366,2423,{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw,6,3
1741,3978,#Hollrback is being released at #SXSW! iPhone users can grab the app at Hollrback.com @mention,7,3
4547,3407,iPad2 in hand thanks to the Popup Apple Store at #SXSW. First impression: I may have a lemon. Backlight has some bleed thru at the bottom.,6,1
4122,1247,Apple set to open popup shop in core of SXSW action. Leases downtown space during festival {link} #SXSW #Apple #austin,9,2
3432,6455,RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5,9,2
766,3628,Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},9,2
4812,4241,Mr Heavenly (aka the band w/ Michael Cera) ready to rock the Bat Bar at #sxsw. iPhone cameras de rigeur.,8,3
976,4753,Tx RT @mention {link}  RTÛÏ@mention Google will launch major new social network called Circles. #SXSWÛ,9,2
934,7406,"#tech #Apple saves #SXSW, set to open pop-up store {link} #technology",9,2
4296,7584,Google Circles will be [a true competitor in the social realm?] [cc: @mention #sxsw,9,2
647,6926,RT @mention When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,9,2
