experience,job_description,job_desig,job_type,key_skills,location,salary
3-7 yrs,"Bachelors or Masters in Computer Engineering,  Computer Science,  Software Engineering,  or related ...","Associate Lead Software Engineer (java, Hadoop)",,"Web services, Healthcare, Computer science, Continuous improvement...",Bengaluru,3to6
2-7 yrs,Experience : 2 to 8yrs;Google AdWords & Google Analytics certified;Strong analytical skills and ...,SEM Analyst/ Senior SEM/ Associate Manager SEM/ SEM Lead,Analytics,"Google AdWords, Search Engine Marketing, SEM, PPC, Google Analytics...",Chennai,0to3
5-8 yrs,- Good analytical and problem solving abilities;- Minimum 5 to 8 years of experience in Software ...,Technical Lead - C++/ Windows,,"Software Development, Unit Testing, Feasibility Analysis, Use Cases, SDLC...",Chennai,15to25
0-2 yrs,Urgently required self-motivated candidate for the position of Data Entry Operator at our organisation ...,Data Entry Operator,,"data entry, typing, communication, attention to detail, ComputerKnowledge...",Lucknow,0to3
8-13 yrs,"Program Manager, you will champion identifying and implementing customer service strategies that make ...",AVP - Senior Program Manager - Business Analytics/customer Experience,Analytics,"Statistical Software, Customer Service Management, Operations, Excel, SAS...",Bengaluru,15to25
2-5 yrs,,Paid Advertising Specialist,analytics,"ppc, google adwords, facebook, google analytics, linkedin...","Noida, Noida/Greater Noida",6to10
2-6 yrs,1-2 years of experience in developing/operating large scale cloud based distributed applications;If you ...,SRE Engineer,,"SRE Engineer, product engineering, software development, REST, Webservices,...","Bengaluru, Kochi, Trivandrum",6to10
5-10 yrs,- B.Tech / MBA from a top School having 5-10 years experience as a with an emphasis on Program ...,AVP - Program Management - Business/supply Chain Strategy- Iit/nit/iim,,"project management, program management, project planning...",Bengaluru,10to15
1-6 yrs,Good Knowledge  of internal auditing standards issued by IIA and ...,Hiring for Internal Auditors for Big 4 (Pan India),,"Enterprise Risk Management, Internal Audit, Sox 404, Auditing...","Mumbai, Gurgaon, Pune",15to25
1-6 yrs,,Urgent Hiring for Hadoop Trainer,,"spark, big data, scala, hadoop, python, hadoop developer...",Pune,6to10
0-5 yrs,Fresher with good communication skill are welcome;0-5years experience;Experience in tele-marketing and ...,Telecalling- Inside Sales / CRM Executive ( Female Only) Bengali/tamil,Analytics,"inside sales, telecalling, telemarketing, crm executive...",Mumbai,0to3
4-5 yrs,"Good Understanding of end-to-end content lifecycle, web content management, content publishing/deployment ...",AEM Developer,,"Java, JSP, HTML, JSTL, Bootstrap, Backbone.Js, JQuery, Grunt, Servlets...","Delhi NCR, Bengaluru",6to10
10-15 yrs,,"Senior Manager - Global Training Program, Customer Support",,"Project Development, Gap Analysis, Technical Training, Project Management...",Pune,15to25
5-10 yrs,- Should be able to analyse large sets of disconnected data applying statistical techniques like ...,Senior Consultant/lead Consultant - Planner - Demand Planning,,"inventory management, demand planning, supply chain planning...",Pune,15to25
5-10 yrs,- B.Tech / MBA from a top School having 5-10 years experience as a with an emphasis on Program ...,AVP - Program Management - Business/customer/supply Chain Strategy,,"statistical software, project management, program management...",Bengaluru,10to15
3-7 yrs,Strong development experience on server-side code;Experience with .Net technology and MSSQL/ MySQL is ...,Sr. Programmer -  Vb.net,,"ms sql, web technologies, database management, development testing...","Chennai, Vellore",0to3
13-15 yrs,- Experience in managing multiple projects across multiple geographies;- Experience in handling both ...,Delivery Manager - Insurance Domain,,"Delivery Management, Web Technologies, MS Project, Data Warehousing...","Delhi NCR, Gurgaon",25to50
12-20 yrs,*15+ years of analytics experience;This role will be based out of  Chennai (Minimum 12yrs exp ...,Head - Analytics,Analytics,"Data Analytics, Data Science, Predictive Modeling, Project Management...",Chennai,25to50
1-6 yrs,Prior teaching experience will be preferred. ...,"Jee/neet Faculty-askiitians.com( Uae,oman,bahrain,kuwait,hyderabad )",,"coaching, offline teaching, offline lecturer, offline faculty...","Hyderabad, Dubai/ UAE",15to25
9-14 yrs,7-9+ years experience in relevant disciplines at similar sized company;5+ years hands on experience ...,Analyst,,"Lead Operations, Customer service, Operations, Information technology, PDF,...",Hyderabad,10to15
1-2 yrs,,Urgent Hiring Qualty Auditors From Tech Support BPO ONLY - Shristi,,"quality audit, qa audit, quality analyst, bpo qa, inbound qa, tele sales qa...","Noida, Delhi NCR, Gurgaon",0to3
2-6 yrs,"2 - 6 years of experience in Micro department of Pharmaceutical industry, preferably in injectable ...",Sr. Analyst / Analyst - QA ( Micro ),,"Microbiology, BET, Environmental Monitoring, EM, Media Fill, Sterlity...",Ahmedabad,3to6
2-6 yrs,Previous data modelling experience with retail or e-commerce data model(s);or applicable degree and/or ...,SSIS Developer,,"etl, data modeling, data warehousing, data analysis, ssis, datawarehouse...",Hyderabad,0to3
5-10 yrs,One should have if IIMs then 2+ years of experience into Modeling with SAS experience;- Credit risk ...,Senior Manager - Predictive Modeling - SAS - Banking Domain - IIM/ IIT,,"SAS, Logistic Regression, Predictive Modeling, Model Validation, Lgd...","Delhi NCR, Gurgaon",15to25
5-8 yrs,,Principal Infrastr Eng  -  Service Now Admin / Developer,,"XML, HTML, Ajax, Web services, Troubleshooting, Release management...",Bengaluru,10to15
1-3 yrs,Should be able to work in a fast paced ...,HR Recruiter - Internal HR,,"Recruitment, HR, Compensation, Interviewing, Placement",Ahmedabad,3to6
7-12 yrs,Experience working in fast paced agile environments;Experience working in cross functional teams;Agile ...,Business Analyst- Agile Methodology,,"scrum master, agile methodology, sdlc, brd and frd, uat testing...",Mumbai,15to25
4-6 yrs,"Good Investigative, analytical and problem solving skills;Minimum of 2-3 years of experience in one or ...",Security Analyst - CDRC,,"Ccsa, IP Networking, C, CCNA, RHCE, Ceh, Linux, Ddos, Intrusion Detection...",Trivandrum,3to6
3-5 yrs,Chartered Accountancy/MBA degree from a premiere institute with 3-5 years of post-qualification ...,FS Senior Analyst Senior,,"Financial Modelling, Corporate Finance, Corporate Strategy...",Gurgaon,3to6
1-5 yrs,Should be able to setup/maintain Azure SQL db and SQL Service;Should be very good in Active Directory ...,Azure Developer - Active Directory Administration,,"SQL Azure, Networking, Active Directory Administration...",Ahmedabad,6to10
3-6 yrs,- Masters/ MS in computer science or other quantitative discipline is preferred;Please make sure ...,NLP & Semantic Specialist - Java/j2ee,,"Spring, Core Java, J2Ee, Hibernate, Javascript, Struts, Python, MySQL...","Gurgaon, Gurugram",6to10
5-8 yrs,,Database Developer / Sr.database Developer (5+ Years),,"CSS, HTML, Javascript, MySQL, MS SQL Server, SAS, R, Python...",Hyderabad,3to6
3-8 yrs,"Should be independently able to handle work on troubleshooting, root cause analysis, fixing the data ...",Hyperion PBCS Jnr.consultant,,"Hyperion Planning, Third Party, Root Cause Analysis, Balance Sheet",Pune(Phursungi),6to10
4-8 yrs,Develop a high level understanding of all the work streams of EMS and collaborate with different work ...,PAS EMS CES - Analyst,,"account management, engagement management, service delivery...",Bengaluru,3to6
0-2 yrs,,QC Manager - Gujarat - Sarigam - Bhilad,,"qc, quality control chemical, qc chemical, quality assurance chemical...",Valsad,0to3
7-10 yrs,- Excellent written and verbal communication skills - experience with cross cultural teams preferred ...,Manager - Business Analyst - ERP Implementation - Accounting Change,,"ERP Implementation, Stakeholder management, UAT, GAAP, business process...",Mumbai,10to15
5-10 yrs,Assess training needs of internal employees and customers on the product through discussions with ...,Product Training and Development Specialist,,"Product Training and Development Specialist, Trainer, Product Training...",Bengaluru,15to25
10-12 yrs,- Experience in defining and executing professional software engineering best practices for the full ...,VP - Engineering - Product Startup - Iit/nit,,"product development, Object - Oriented Design, data structures...",Bengaluru,10to15
5-10 yrs,"- Good hands on experience on statistical techniques like regression,segmentation etc;- Experience in ...",Model Development Role - SAS - KPO,,"SAS, Predictive Modeling, Segmentation, Model Development, Scorecard...","Delhi, Delhi NCR, Gurgaon, Noida",10to15
5-10 yrs,Data Scientists with 5 plus years of experience:;Masters or PhD with experience in the area of data ...,Senior/principal Data Scientist,,"Hadoop, Hive, Text Mining, Spark, Pig, HBase, Data Science, NoSQL...",Bengaluru,10to15
3-7 yrs,Minimum of 3 years launching paid campaigns and SEO optimization for SaaS ...,Seo/ppc Manager - Digital Analytics / Marketing,Analytics,"SEO, PPC, Web Development, Web Technologies, SEM, search engine marketing...",Mumbai,25to50
2-7 yrs,We are looking for the application developer with minimum 2 years of experience in JAVA Developer;- Must ...,Java Developer - Spring Framework,,"Java Web Services, Spring Framework, Core Java, Web Technologies...",Mumbai,15to25
3-8 yrs, Job Opening for Manager-Finance &Accounts at Bangalore Location ...,Job Opening for Manager-finance &accounts at Bangalore Location,,"accounting, finance, financial management, ca, budgeting, forecasting...",Bengaluru(Richmond Town),10to15
2-4 yrs,Experience with best practice agile scrum development and lean start-up frameworks;2 to 4 years of ...,Product Manager,,"Marketing, Sales, Product Management, Positioning, Startup, Prototyping...",Noida,25to50
8-10 yrs,IT background with experience across the systems development life cycle with experience in all program/pr ...,Project Manager - GDS IT SD,,"project initiation, scrum master, project planning, waterfall...","Trivandrum, Kochi",6to10
3-6 yrs,Demonstrated experience in requirements analysis and design using standard tools and techniques such as ...,Functional Consultant - ERP Projects,,"Project Management, Management Accounting, STLC, Java, Finance, SQL...",Mumbai,10to15
6-9 yrs,,Opening for GL - Lead Assitant Manager,,"reconciliation, general ledger, balance sheet, transaction analysis, R2R",Bengaluru,6to10
3-8 yrs,- A minimum of three years prior experience in a similar role;- A strong academic background from a top ...,Trading Head - Market Making/high Frequency Trading - Iit/nit/bits,,"Trading, Trading Head, Trader, Market Maker, Quant Trader...",Anywhere inindia,25to50
2-5 yrs,,Social Media Manager,analytics,"branding, digital marketing, social media, google analytics, ideas...","Noida, Noida/Greater Noida",6to10
2-7 yrs,,Senior Business Analyst Required Under Govt Visa,,"Business Process Analysis, business analysis, business research...","Germany, Hong Kong",0to3
4-9 yrs,"- Strong enough technical chops (RFI RFP level, some architecture experience is good) but deep ...",Presales Consultant - Big Data/analytics Rfp/rfq,analytics,"rfi, presales, sales, new business development, rfq, rfp...",Chennai,15to25
5-10 yrs,- Candidate must have good experience in understanding and troubleshooting issues related to all the ...,"Sr. IT Erp/sap Business Process Analyst - SAP MM, SRM, and Tax",,"SRM, MM, SRM / MM, MM / SRM",Chennai,3to6
3-8 yrs,"Collaborate with Business Analysts to elicit, review and improve functional specifications (based on ...",Functional Analyst cum Scrum Master,,"Spring Framework, Hibernate, Java, J2Ee, Agile, Scrum Master...",Pune,15to25
3-5 yrs,- Experience with user interface design patterns;- 3 or more years of user experience design experience ...,Senior UX Designer - Photoshop/illustrator,,"Photoshop, Illustrator, Visual Design, UX, Usability, Creative Direction...",Bengaluru,10to15
0-3 yrs,,SEO Executive,Analytics,"SEO, Keyword Research, Google Analytics, Site Analysis, Competitor Analysis...",Noida(Sector-7 Noida),0to3
6-9 yrs,"Need to have good exposure to product development and product life cycle;Good verbal, written and ...",Business Analyst-r&d Engineer,,"business analysis, ai, machine learning, nlp, rpa, .net, brd",Bengaluru(Indira Nagar),15to25
9-14 yrs,The ideal candidate will have successful experience in leading deep senior level technical architecture ...,Technical Architect,,"azure, MVC, Artificial Intelligence",Mumbai Suburbs,10to15
7-12 yrs,Accountable for formatting & defining various roles & jobs required across the company to ...,General Manager i,,"budgeting, forecasting, financial planning, variance analysis...",Uganda,25to50
