     ,f1   ,f2   ,f3   ,f4   ,f5   ,f6   ,f7   ,f8   ,f9   ,f10,f11,f12,f13  ,f14  ,f15  ,f16  ,f17  ,f18  ,f19 ,f20 ,f21  ,f22  ,f23 ,f24 ,f25 ,f26 ,f27 ,f28 ,f29 ,f30 ,f31 ,f32 ,f33 ,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,target
7472 ,110.0,100.0,100.0,100.0,74.0 ,81.0 ,77.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,56.0 ,6.0  ,0.0  ,0.0  ,4.0 ,2.0 ,0.0  ,0.0  ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
346  ,110.0,100.0,100.0,100.0,95.0 ,119.0,98.0 ,71.0 ,95.0 ,0.0,0.0,0.0,0.0  ,27.0 ,56.0 ,0.0  ,0.0  ,4.0  ,2.0 ,0.0 ,0.0  ,47.0 ,11.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7377 ,110.0,100.0,100.0,100.0,22.0 ,131.0,105.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,1.0  ,10.0 ,1.0 ,0.0 ,0.0  ,59.0 ,16.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8777 ,110.0,100.0,100.0,100.0,92.0 ,86.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,37.0 ,9.0  ,0.0  ,2.0  ,7.0  ,39.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
10688,110.0,100.0,100.0,100.0,117.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,48.0 ,0.0  ,6.0  ,56.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474  ,110.0,100.0,100.0,100.0,66.0 ,85.0 ,81.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,37.0 ,26.0 ,2.0 ,0.0 ,0.0  ,1.0  ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4400 ,110.0,100.0,100.0,100.0,67.0 ,111.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,2.0  ,41.0 ,5.0  ,0.0  ,0.0 ,36.0,8.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8950 ,110.0,100.0,100.0,100.0,19.0 ,120.0,83.0 ,90.0 ,94.0 ,0.0,0.0,0.0,1.0  ,5.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,43.0 ,1.0  ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,16.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6066 ,110.0,100.0,100.0,100.0,60.0 ,78.0 ,77.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,14.0 ,34.0 ,2.0  ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10608,110.0,100.0,100.0,100.0,85.0 ,91.0 ,77.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,34.0 ,57.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
9798 ,110.0,100.0,100.0,100.0,74.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,25.0 ,40.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
322  ,110.0,100.0,100.0,100.0,16.0 ,84.0 ,177.0,95.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,1.0  ,0.0  ,0.0  ,0.0  ,0.0 ,8.0 ,1.0  ,0.0  ,0.0 ,2.0 ,54.0,16.0,24.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14195,110.0,100.0,100.0,100.0,78.0 ,77.0 ,76.0 ,71.0 ,97.0 ,0.0,0.0,0.0,2.0  ,1.0  ,0.0  ,30.0 ,37.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10506,110.0,100.0,100.0,100.0,77.0 ,130.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,19.0 ,44.0 ,0.0  ,0.0  ,0.0  ,0.0 ,22.0,37.0 ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7877 ,110.0,100.0,100.0,100.0,62.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,23.0 ,24.0 ,3.0  ,2.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12184,110.0,100.0,100.0,100.0,98.0 ,78.0 ,76.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,23.0 ,65.0 ,4.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
2754 ,110.0,100.0,100.0,100.0,115.0,77.0 ,78.0 ,71.0 ,94.0 ,0.0,0.0,0.0,31.0 ,78.0 ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9742 ,110.0,100.0,100.0,100.0,57.0 ,77.0 ,76.0 ,123.0,100.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,32.0 ,15.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,26.0,13.0,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11504,110.0,100.0,100.0,100.0,73.0 ,77.0 ,83.0 ,73.0 ,94.0 ,0.0,0.0,0.0,0.0  ,57.0 ,6.0  ,0.0  ,1.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,2.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12597,110.0,100.0,100.0,100.0,142.0,83.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,63.0 ,16.0 ,0.0  ,39.0 ,25.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13380,110.0,100.0,100.0,100.0,13.0 ,121.0,93.0 ,99.0 ,144.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,5.0  ,54.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,32.0,11.0,1.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971  ,110.0,100.0,100.0,100.0,116.0,78.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,31.0 ,33.0 ,1.0  ,0.0  ,40.0 ,6.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076 ,110.0,100.0,100.0,100.0,93.0 ,114.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,1.0  ,0.0  ,92.0 ,31.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6700 ,110.0,100.0,100.0,100.0,46.0 ,106.0,82.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,2.0  ,1.0  ,0.0  ,2.0  ,30.0 ,15.0,0.0 ,1.0  ,19.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12273,110.0,100.0,100.0,100.0,70.0 ,105.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,18.0 ,27.0 ,45.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12835,110.0,100.0,100.0,100.0,71.0 ,77.0 ,81.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,31.0 ,31.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12547,110.0,100.0,100.0,100.0,158.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,32.0 ,107.0,15.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8628 ,110.0,100.0,100.0,100.0,71.0 ,109.0,97.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,5.0  ,0.0  ,42.0 ,20.0 ,0.0 ,1.0 ,1.0  ,21.0 ,22.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
5168 ,110.0,100.0,100.0,100.0,19.0 ,170.0,143.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,1.0  ,6.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,82.0 ,66.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6794 ,110.0,100.0,100.0,100.0,13.0 ,78.0 ,78.0 ,120.0,104.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,18.0,20.0,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201 ,110.0,100.0,100.0,100.0,56.0 ,77.0 ,76.0 ,72.0 ,171.0,0.0,0.0,0.0,0.0  ,0.0  ,32.0 ,14.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2727 ,110.0,100.0,100.0,100.0,18.0 ,77.0 ,76.0 ,117.0,108.0,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,1.0  ,1.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,9.0 ,29.0,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6104 ,110.0,100.0,100.0,100.0,93.0 ,101.0,76.0 ,72.0 ,95.0 ,0.0,0.0,0.0,9.0  ,37.0 ,0.0  ,1.0  ,1.0  ,22.0 ,39.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
8271 ,110.0,100.0,100.0,100.0,119.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,29.0 ,22.0 ,1.0  ,50.0 ,12.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10254,110.0,100.0,100.0,100.0,116.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,32.0 ,14.0 ,19.0 ,45.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36   ,110.0,100.0,100.0,100.0,97.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,56.0 ,6.0  ,0.0  ,12.0 ,14.0 ,1.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6032 ,110.0,100.0,100.0,100.0,77.0 ,77.0 ,76.0 ,71.0 ,95.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,40.0 ,29.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
4751 ,110.0,100.0,100.0,100.0,71.0 ,77.0 ,76.0 ,76.0 ,95.0 ,0.0,0.0,0.0,0.0  ,0.0  ,6.0  ,56.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6742 ,110.0,100.0,100.0,100.0,102.0,90.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,22.0 ,41.0 ,0.0  ,0.0  ,36.0 ,9.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6618 ,110.0,100.0,100.0,100.0,92.0 ,87.0 ,77.0 ,71.0 ,94.0 ,0.0,0.0,0.0,23.0 ,23.0 ,2.0  ,0.0  ,6.0  ,40.0 ,0.0 ,0.0 ,0.0  ,0.0  ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
6935 ,110.0,100.0,100.0,100.0,96.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,47.0 ,20.0 ,14.0 ,6.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5786 ,110.0,100.0,100.0,100.0,48.0 ,87.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,1.0  ,6.0  ,41.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11305,110.0,100.0,100.0,100.0,101.0,90.0 ,98.0 ,76.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,12.0 ,50.0 ,0.0  ,34.0 ,11.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,14.0,5.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
7895 ,110.0,100.0,100.0,100.0,131.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,3.0  ,25.0 ,97.0 ,2.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600 ,110.0,100.0,100.0,100.0,61.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,2.0  ,3.0  ,1.0  ,46.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13511,110.0,100.0,100.0,100.0,117.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,44.0 ,21.0 ,42.0 ,5.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3817 ,110.0,100.0,100.0,100.0,13.0 ,78.0 ,131.0,119.0,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,5.0 ,2.0 ,11.0,60.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090 ,110.0,100.0,100.0,100.0,100.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,65.0 ,28.0 ,0.0  ,0.0  ,0.0  ,0.0  ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12233,110.0,100.0,100.0,100.0,28.0 ,110.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,2.0  ,2.0  ,1.0  ,0.0  ,0.0  ,0.0  ,0.0 ,44.0,1.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288 ,110.0,100.0,100.0,100.0,16.0 ,77.0 ,79.0 ,92.0 ,137.0,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,1.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,20.0,16.0,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031 ,110.0,100.0,100.0,100.0,88.0 ,103.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,19.0 ,44.0 ,0.0  ,0.0  ,0.0  ,28.0,17.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
9367 ,110.0,100.0,100.0,100.0,51.0 ,102.0,77.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,2.0  ,1.0  ,27.0 ,37.0,0.0 ,1.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2977 ,110.0,100.0,100.0,100.0,145.0,79.0 ,77.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,19.0 ,75.0 ,47.0 ,0.0  ,0.0 ,0.0 ,2.0  ,1.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400 ,110.0,100.0,100.0,100.0,115.0,94.0 ,79.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,2.0  ,6.0  ,56.0 ,53.0 ,8.0 ,0.0 ,0.0  ,0.0  ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9463 ,110.0,100.0,100.0,100.0,74.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,44.0 ,21.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
